category;roomsCount;bathroomsCount;surface;listingType;price;city;region
Land and Farms;-1.0;-1.0;-1.0;For Sale;2000000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;110000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;80000.0;Bizerte;Autres villes
Houses and Villas;4.0;2.0;230.0;For Sale;250000.0;Bizerte;Ghar El Melh
Land and Farms;-1.0;-1.0;-1.0;For Sale;35000.0;Bizerte;Autres villes
Houses and Villas;4.0;1.0;170.0;For Rent;550.0;Bizerte;Bizerte
Houses and Villas;3.0;1.0;150.0;For Rent;300.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;950000.0;Bizerte;Bizerte Nord
Houses and Villas;5.0;2.0;80.0;For Sale;80000.0;Bizerte;Menzel Bourguiba
Land and Farms;-1.0;-1.0;-1.0;For Sale;450000.0;Bizerte;Ras Jebel
Houses and Villas;3.0;3.0;320.0;For Sale;600000.0;Bizerte;Bizerte
Appartements;3.0;1.0;110.0;For Rent;350.0;Bizerte;Ras Jebel
Shops;1.0;0.0;40.0;For Rent;850.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;160000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;125000.0;Bizerte;Autres villes
Houses and Villas;2.0;1.0;150.0;For Sale;160000.0;Bizerte;Ghar El Melh
Houses and Villas;1.0;1.0;70.0;For Rent;200.0;Bizerte;Zarzouna
Land and Farms;-1.0;-1.0;-1.0;For Sale;212400.0;Bizerte;Ghar El Melh
Houses and Villas;2.0;1.0;115.0;For Rent;600.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;800000000.0;Bizerte;Autres villes
Houses and Villas;3.0;1.0;80.0;For Sale;85000.0;Bizerte;Autres villes
Houses and Villas;3.0;1.0;80.0;For Rent;250.0;Bizerte;Bizerte Sud
Houses and Villas;4.0;2.0;130.0;For Sale;220000000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;250000.0;Bizerte;Autres villes
Appartements;1.0;1.0;80.0;For Rent;150.0;Bizerte;Bizerte
Appartements;2.0;1.0;100.0;For Rent;200.0;Bizerte;Bizerte
Land and Farms;-1.0;-1.0;-1.0;For Sale;2133400.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;200000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;31000.0;Bizerte;Bizerte Nord
Appartements;2.0;1.0;402.0;For Rent;75.0;Bizerte;Bizerte
Appartements;3.0;1.0;120.0;For Rent;750.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;130000.0;Bizerte;Autres villes
Houses and Villas;4.0;1.0;150.0;For Rent;580.0;Bizerte;Bizerte
Land and Farms;-1.0;-1.0;-1.0;For Sale;70000.0;Bizerte;Utique
Land and Farms;-1.0;-1.0;-1.0;For Sale;280000.0;Bizerte;Ghar El Melh
Houses and Villas;5.0;2.0;160.0;For Sale;170000.0;Bizerte;Bizerte
Land and Farms;-1.0;-1.0;-1.0;For Sale;135000.0;Bizerte;Bizerte
Appartements;1.0;1.0;60.0;For Rent;420.0;Bizerte;Autres villes
Appartements;3.0;1.0;160.0;For Rent;350.0;Bizerte;Bizerte Nord
Houses and Villas;4.0;1.0;150.0;For Rent;580.0;Bizerte;Autres villes
Houses and Villas;6.0;2.0;420.0;For Sale;600000.0;Bizerte;Bizerte
Appartements;1.0;1.0;60.0;For Rent;400.0;Bizerte;Autres villes
Appartements;3.0;1.0;118.0;For Sale;200000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;660000.0;Bizerte;Utique
Houses and Villas;2.0;1.0;100.0;For Sale;160000.0;Bizerte;Bizerte
Appartements;2.0;1.0;80.0;For Rent;500.0;Bizerte;Bizerte Sud
Land and Farms;-1.0;-1.0;-1.0;For Sale;1000000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;1199000.0;Bizerte;Bizerte
Land and Farms;-1.0;-1.0;-1.0;For Sale;75000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;65000.0;Bizerte;Menzel Bourguiba
Land and Farms;-1.0;-1.0;-1.0;For Sale;160000.0;Bizerte;Ras Jebel
Houses and Villas;4.0;2.0;172.0;For Sale;170000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;230000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;400000.0;Bizerte;Autres villes
Houses and Villas;6.0;1.0;320.0;For Sale;145000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;90000.0;Bizerte;Mateur
Land and Farms;-1.0;-1.0;-1.0;For Sale;245000.0;Bizerte;Ras Jebel
Houses and Villas;4.0;2.0;500.0;For Rent;1500.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;400000.0;Bizerte;Ghar El Melh
Land and Farms;-1.0;-1.0;-1.0;For Sale;120000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;250000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;70000.0;Bizerte;Utique
Land and Farms;-1.0;-1.0;-1.0;For Sale;24000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;200000.0;Bizerte;Autres villes
Houses and Villas;3.0;1.0;90.0;For Rent;380.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;165000.0;Bizerte;Bizerte
Vacation Rentals;3.0;1.0;300.0;For Rent;24353565.0;Bizerte;Bizerte
Land and Farms;-1.0;-1.0;-1.0;For Sale;105000.0;Bizerte;Bizerte
Land and Farms;-1.0;-1.0;-1.0;For Sale;380000.0;Bizerte;Bizerte
Appartements;2.0;1.0;80.0;For Sale;140000.0;Bizerte;Bizerte Nord
Houses and Villas;3.0;1.0;300.0;For Sale;230000.0;Bizerte;Autres villes
Appartements;2.0;1.0;80.0;For Rent;300.0;Bizerte;Bizerte Nord
Appartements;3.0;1.0;90.0;For Rent;450.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;27000000.0;Bizerte;Autres villes
Houses and Villas;5.0;3.0;170.0;For Sale;440000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;15000.0;Bizerte;Sejenane
Land and Farms;-1.0;-1.0;-1.0;For Sale;80000.0;Bizerte;Menzel Bourguiba
Land and Farms;-1.0;-1.0;-1.0;For Sale;345000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;250000.0;Bizerte;Bizerte
Houses and Villas;3.0;1.0;100.0;For Rent;650.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;280000.0;Bizerte;Ghar El Melh
Land and Farms;-1.0;-1.0;-1.0;For Sale;160000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;135000.0;Bizerte;Ras Jebel
Houses and Villas;3.0;2.0;150.0;For Sale;22378980.0;Bizerte;Ras Jebel
Appartements;3.0;1.0;140.0;For Sale;140000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;300000.0;Bizerte;Bizerte Sud
Houses and Villas;5.0;3.0;250.0;For Rent;1200.0;Bizerte;Bizerte Nord
Appartements;2.0;1.0;40.0;For Rent;60.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;160000.0;Bizerte;Tinja
Houses and Villas;3.0;1.0;150.0;For Sale;120000.0;Bizerte;Menzel Bourguiba
Land and Farms;-1.0;-1.0;-1.0;For Sale;185000.0;Bizerte;Bizerte Nord
Appartements;2.0;1.0;70.0;For Rent;400.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;70000.0;Bizerte;Bizerte Nord
Houses and Villas;7.0;3.0;270.0;For Sale;520000.0;Bizerte;Bizerte
Land and Farms;-1.0;-1.0;-1.0;For Sale;120000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;700000.0;Bizerte;Autres villes
Houses and Villas;3.0;1.0;375.0;For Sale;150000000.0;Bizerte;Autres villes
Shops;1.0;1.0;70.0;For Sale;85000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;130000.0;Bizerte;Ras Jebel
Houses and Villas;3.0;1.0;186.0;For Sale;180000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;46500.0;Bizerte;Bizerte Nord
Appartements;3.0;1.0;119.0;For Sale;130000.0;Bizerte;Bizerte
Land and Farms;-1.0;-1.0;-1.0;For Sale;143200.0;Bizerte;Bizerte Nord
Houses and Villas;3.0;3.0;280.0;For Sale;200000.0;Bizerte;Bizerte Nord
Houses and Villas;5.0;2.0;200.0;For Sale;250000.0;Bizerte;Bizerte Nord
Land and Farms;-1.0;-1.0;-1.0;For Sale;97000.0;Bizerte;Ras Jebel
Land and Farms;-1.0;-1.0;-1.0;For Sale;300000.0;Bizerte;Autres villes
Appartements;2.0;1.0;100.0;For Rent;200.0;Bizerte;Bizerte
Appartements;1.0;1.0;100.0;For Rent;150.0;Bizerte;Bizerte
Vacation Rentals;3.0;1.0;350.0;For Rent;111.0;Bizerte;Bizerte
Land and Farms;-1.0;-1.0;-1.0;For Sale;70000.0;Bizerte;Utique
Appartements;3.0;1.0;90.0;For Rent;450.0;Bizerte;Bizerte Nord
Houses and Villas;2.0;1.0;75.0;For Sale;90000.0;Bizerte;Bizerte Nord
Houses and Villas;2.0;1.0;90.0;For Sale;90000.0;Bizerte;Bizerte Nord
Houses and Villas;3.0;2.0;200.0;For Sale;720000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;60000.0;Bizerte;Ras Jebel
Houses and Villas;7.0;2.0;130.0;For Sale;130000.0;Bizerte;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;225000.0;Bizerte;Ras Jebel
Houses and Villas;6.0;3.0;330.0;For Sale;550000.0;Bizerte;Autres villes
Appartements;3.0;1.0;100.0;For Sale;210000.0;Bizerte;Bizerte Nord
Houses and Villas;5.0;1.0;130.0;For Sale;60000.0;Gabès;Gabès Médina
Houses and Villas;8.0;2.0;240.0;For Sale;20520147.0;Gabès;Gabès Médina
Houses and Villas;4.0;1.0;259.0;For Sale;175000.0;Gabès;Autres villes
Appartements;3.0;1.0;90.0;For Rent;250.0;Gabès;Gabès
Houses and Villas;3.0;1.0;90.0;For Rent;250.0;Gabès;Gabès Médina
Land and Farms;-1.0;-1.0;-1.0;For Sale;24000.0;Gabès;Autres villes
Vacation Rentals;2.0;1.0;120.0;For Rent;80.0;Gabès;Gabès Sud
Vacation Rentals;2.0;1.0;120.0;For Rent;70.0;Gabès;Gabès Médina
Land and Farms;-1.0;-1.0;-1.0;For Sale;35000.0;Gabès;Gabès Ouest
Appartements;2.0;1.0;130.0;For Rent;300.0;Gabès;Gabès Médina
Land and Farms;-1.0;-1.0;-1.0;For Sale;1000000.0;Gabès;Gabès
Appartements;3.0;1.0;150.0;For Rent;350.0;Gabès;Autres villes
Vacation Rentals;2.0;1.0;90.0;For Rent;45.0;Gabès;Autres villes
Vacation Rentals;3.0;1.0;102.0;For Rent;35.0;Gabès;Gabès
Vacation Rentals;3.0;1.0;240.0;For Rent;65.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;25000.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;18000.0;Gabès;Autres villes
Houses and Villas;3.0;1.0;90.0;For Rent;200.0;Gabès;Métouia
Land and Farms;-1.0;-1.0;-1.0;For Sale;30000.0;Gabès;Autres villes
Appartements;3.0;1.0;100.0;For Rent;250.0;Gabès;Autres villes
Houses and Villas;3.0;1.0;220.0;For Sale;120000.0;Gabès;Gabès Ouest
Land and Farms;-1.0;-1.0;-1.0;For Sale;95000.0;Gabès;Gabès Sud
Houses and Villas;3.0;2.0;150.0;For Rent;400.0;Gabès;Gabès Sud
Land and Farms;-1.0;-1.0;-1.0;For Sale;35000.0;Gabès;Gabès Sud
Appartements;2.0;1.0;70.0;For Rent;420.0;Gabès;Gabès
Houses and Villas;4.0;1.0;200.0;For Rent;400.0;Gabès;Gabès Sud
Vacation Rentals;2.0;1.0;100.0;For Rent;50.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;65000.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;500000.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;90000.0;Gabès;Métouia
Houses and Villas;2.0;1.0;70.0;For Rent;300.0;Gabès;Autres villes
Houses and Villas;3.0;1.0;120.0;For Sale;55000.0;Gabès;Gabès Ouest
Land and Farms;-1.0;-1.0;-1.0;For Sale;60000.0;Gabès;Autres villes
Vacation Rentals;3.0;1.0;101.0;For Rent;35.0;Gabès;Gabès
Vacation Rentals;1.0;1.0;80.0;For Rent;10.0;Gabès;Autres villes
Appartements;3.0;1.0;110.0;For Rent;550.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;258970.0;Gabès;Gabès Sud
Houses and Villas;3.0;1.0;270.0;For Sale;260000.0;Gabès;Gabès Sud
Houses and Villas;3.0;2.0;160.0;For Rent;500.0;Gabès;Gabès Sud
Appartements;3.0;2.0;150.0;For Rent;600.0;Gabès;Gabès Sud
Land and Farms;-1.0;-1.0;-1.0;For Sale;20520147.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;30000000.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;95000.0;Gabès;Gabès Médina
Land and Farms;-1.0;-1.0;-1.0;For Sale;40000.0;Gabès;Mareth
Appartements;3.0;1.0;85.0;For Rent;300.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;70000.0;Gabès;El Hamma
Houses and Villas;4.0;2.0;100.0;For Sale;5000000.0;Gabès;Mareth
Land and Farms;-1.0;-1.0;-1.0;For Sale;36000.0;Gabès;El Hamma
Land and Farms;-1.0;-1.0;-1.0;For Sale;120000.0;Gabès;Autres villes
Appartements;1.0;1.0;90.0;For Rent;370.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;1111000.0;Gabès;Mareth
Land and Farms;-1.0;-1.0;-1.0;For Sale;97659531.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;99999999999.0;Gabès;Ghanouch
Vacation Rentals;3.0;1.0;110.0;For Rent;45.0;Gabès;Autres villes
Appartements;2.0;1.0;150.0;For Rent;70.0;Gabès;Gabès Sud
Appartements;2.0;1.0;70.0;For Rent;350.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;52000.0;Gabès;Gabès Sud
Appartements;3.0;1.0;160.0;For Rent;400.0;Gabès;Gabès
Shops;1.0;1.0;300.0;For Rent;58681302.0;Gabès;Gabès Sud
Houses and Villas;3.0;1.0;170.0;For Sale;11111.0;Gabès;Métouia
Appartements;2.0;1.0;70.0;For Rent;220.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;29000.0;Gabès;Gabès Sud
Houses and Villas;5.0;2.0;550.0;For Sale;350000.0;Gabès;Gabès Sud
Houses and Villas;4.0;2.0;400.0;For Rent;550.0;Gabès;Gabès Sud
Houses and Villas;4.0;2.0;76.0;For Sale;150000.0;Gabès;Gabès
Land and Farms;-1.0;-1.0;-1.0;For Sale;300000.0;Gabès;Autres villes
Shops;2.0;0.0;25.0;For Sale;17500.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;210000.0;Gabès;Autres villes
Appartements;1.0;1.0;80.0;For Rent;600.0;Gabès;Gabès Médina
Land and Farms;-1.0;-1.0;-1.0;For Sale;180000.0;Gabès;El Hamma
Land and Farms;-1.0;-1.0;-1.0;For Sale;50000.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;35000.0;Gabès;Gabès Sud
Houses and Villas;5.0;1.0;300.0;For Sale;430000.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;100000.0;Gabès;Autres villes
Houses and Villas;6.0;2.0;670.0;For Sale;550000.0;Gabès;Gabès Sud
Land and Farms;-1.0;-1.0;-1.0;For Sale;184000.0;Gabès;Gabès Sud
Land and Farms;-1.0;-1.0;-1.0;For Sale;35000.0;Gabès;Gabès Sud
Appartements;3.0;1.0;115.0;For Rent;550.0;Gabès;Autres villes
Appartements;2.0;1.0;90.0;For Rent;520.0;Gabès;Gabès Médina
Appartements;2.0;1.0;60.0;For Rent;250.0;Gabès;Gabès Sud
Houses and Villas;3.0;1.0;150.0;For Sale;170000.0;Gabès;Nouvelle Matmata
Land and Farms;-1.0;-1.0;-1.0;For Sale;30000.0;Gabès;Autres villes
Appartements;2.0;1.0;100.0;For Rent;350.0;Gabès;Autres villes
Appartements;2.0;1.0;70.0;For Rent;420.0;Gabès;Gabès
Houses and Villas;4.0;1.0;70.0;For Rent;1200.0;Gabès;Gabès
Land and Farms;-1.0;-1.0;-1.0;For Sale;38000.0;Gabès;Gabès Sud
Land and Farms;-1.0;-1.0;-1.0;For Sale;650000.0;Gabès;Gabès Médina
Land and Farms;-1.0;-1.0;-1.0;For Sale;88000.0;Gabès;Gabès Médina
Shops;2.0;2.0;70.0;For Sale;22222.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;60000.0;Gabès;Nouvelle Matmata
Land and Farms;-1.0;-1.0;-1.0;For Sale;90000.0;Gabès;Gabès
Houses and Villas;3.0;2.0;310.0;For Sale;200000.0;Gabès;Autres villes
Houses and Villas;2.0;1.0;100.0;For Sale;82000.0;Gabès;Autres villes
Appartements;2.0;1.0;80.0;For Rent;400.0;Gabès;Gabès Sud
Land and Farms;-1.0;-1.0;-1.0;For Sale;70000.0;Gabès;Gabès Ouest
Appartements;3.0;2.0;160.0;For Rent;450.0;Gabès;Autres villes
Houses and Villas;2.0;1.0;100.0;For Rent;220.0;Gabès;Gabès Médina
Houses and Villas;2.0;2.0;110.0;For Rent;450.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;100000.0;Gabès;Mareth
Land and Farms;-1.0;-1.0;-1.0;For Sale;60000.0;Gabès;Gabès Sud
Appartements;2.0;1.0;250.0;For Rent;75.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;20000.0;Gabès;Gabès Sud
Appartements;2.0;1.0;100.0;For Rent;480.0;Gabès;Gabès Sud
Appartements;1.0;1.0;30.0;For Rent;250.0;Gabès;Gabès Sud
Houses and Villas;9.0;2.0;240.0;For Sale;195000.0;Gabès;El Hamma
Houses and Villas;3.0;1.0;200.0;For Rent;650.0;Gabès;Gabès Sud
Land and Farms;-1.0;-1.0;-1.0;For Sale;130000.0;Gabès;Métouia
Land and Farms;-1.0;-1.0;-1.0;For Sale;100000.0;Gabès;Gabès Médina
Land and Farms;-1.0;-1.0;-1.0;For Sale;25000.0;Gabès;Autres villes
Houses and Villas;3.0;1.0;270.0;For Sale;45000.0;Gabès;Gabès
Houses and Villas;6.0;2.0;78.0;For Sale;130000.0;Gabès;Métouia
Land and Farms;-1.0;-1.0;-1.0;For Sale;153000.0;Gabès;El Hamma
Houses and Villas;5.0;2.0;380.0;For Sale;260000.0;Gabès;Gabès Sud
Houses and Villas;3.0;1.0;100.0;For Rent;700.0;Gabès;Gabès Médina
Houses and Villas;4.0;7.0;110.0;For Sale;125000.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;58000.0;Gabès;Gabès
Houses and Villas;6.0;2.0;220.0;For Sale;150000.0;Gabès;Métouia
Houses and Villas;1.0;3.0;300.0;For Rent;350.0;Gabès;Autres villes
Vacation Rentals;3.0;1.0;240.0;For Rent;65.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;50000.0;Gabès;Autres villes
Vacation Rentals;3.0;1.0;200.0;For Rent;200.0;Gabès;Mareth
Land and Farms;-1.0;-1.0;-1.0;For Sale;290000.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;290000.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;32500.0;Gabès;Gabès
Appartements;1.0;1.0;40.0;For Rent;180.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;70000.0;Gabès;Gabès
Land and Farms;-1.0;-1.0;-1.0;For Sale;58000.0;Gabès;Mareth
Land and Farms;-1.0;-1.0;-1.0;For Sale;80000.0;Gabès;Nouvelle Matmata
Appartements;4.0;1.0;150.0;For Rent;450.0;Gabès;Gabès Médina
Houses and Villas;6.0;2.0;200.0;For Sale;130000.0;Gabès;Autres villes
Appartements;3.0;1.0;90.0;For Rent;300.0;Gabès;Autres villes
Houses and Villas;2.0;1.0;100.0;For Sale;75000.0;Gabès;Gabès
Land and Farms;-1.0;-1.0;-1.0;For Sale;11111.0;Gabès;Autres villes
Vacation Rentals;2.0;1.0;120.0;For Rent;80.0;Gabès;Gabès Sud
Vacation Rentals;4.0;3.0;250.0;For Rent;120.0;Gabès;Gabès Sud
Houses and Villas;6.0;4.0;1270.0;For Sale;970000.0;Gabès;Ghanouch
Houses and Villas;5.0;1.0;200.0;For Sale;120000.0;Gabès;Gabès
Houses and Villas;2.0;1.0;120.0;For Rent;170.0;Gabès;Gabès Sud
Houses and Villas;3.0;1.0;250.0;For Rent;400.0;Gabès;Autres villes
Houses and Villas;4.0;2.0;220.0;For Sale;300000.0;Gabès;Gabès Sud
Appartements;2.0;1.0;100.0;For Rent;400.0;Gabès;Gabès
Appartements;3.0;1.0;160.0;For Rent;400.0;Gabès;Gabès
Houses and Villas;2.0;1.0;122.0;For Sale;150000.0;Gabès;Gabès Sud
Houses and Villas;8.0;4.0;200.0;For Sale;230000.0;Gabès;Gabès
Land and Farms;-1.0;-1.0;-1.0;For Sale;83000.0;Gabès;El Hamma
Houses and Villas;2.0;1.0;120.0;For Rent;330.0;Gabès;Gabès
Shops;3.0;2.0;600.0;For Sale;650000.0;Gabès;Gabès Médina
Appartements;3.0;1.0;150.0;For Rent;50.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;500000.0;Gabès;Gabès Médina
Land and Farms;-1.0;-1.0;-1.0;For Sale;120000.0;Gabès;Gabès Sud
Appartements;1.0;1.0;60.0;For Sale;62000.0;Gabès;Autres villes
Houses and Villas;3.0;2.0;105.0;For Sale;180000.0;Gabès;Gabès Médina
Land and Farms;-1.0;-1.0;-1.0;For Sale;21000.0;Gabès;Gabès Médina
Houses and Villas;2.0;1.0;70.0;For Rent;420.0;Gabès;Gabès Ouest
Appartements;2.0;1.0;100.0;For Rent;600.0;Gabès;Gabès Médina
Houses and Villas;2.0;1.0;130.0;For Rent;380.0;Gabès;Gabès Sud
Vacation Rentals;2.0;1.0;104.0;For Rent;60.0;Gabès;Gabès Sud
Vacation Rentals;3.0;1.0;77.0;For Rent;70.0;Gabès;Gabès
Land and Farms;-1.0;-1.0;-1.0;For Sale;40000.0;Gabès;Mareth
Houses and Villas;1.0;1.0;497.0;For Sale;155000.0;Gabès;Autres villes
Houses and Villas;3.0;1.0;101.0;For Sale;160000.0;Gabès;Gabès Sud
Vacation Rentals;2.0;1.0;52.0;For Rent;60.0;Gabès;El Hamma
Land and Farms;-1.0;-1.0;-1.0;For Sale;200000.0;Gabès;Autres villes
Vacation Rentals;1.0;1.0;45.0;For Rent;60.0;Gabès;Gabès
Appartements;1.0;1.0;45.0;For Rent;60.0;Gabès;Gabès
Appartements;3.0;1.0;100.0;For Rent;300.0;Gabès;Métouia
Land and Farms;-1.0;-1.0;-1.0;For Sale;80000.0;Gabès;Autres villes
Houses and Villas;4.0;2.0;420.0;For Sale;270000.0;Gabès;Autres villes
Vacation Rentals;2.0;1.0;51.0;For Rent;60000.0;Gabès;El Hamma
Appartements;2.0;1.0;88.0;For Rent;70.0;Gabès;Gabès
Vacation Rentals;2.0;1.0;60.0;For Rent;70.0;Gabès;Autres villes
Houses and Villas;2.0;1.0;111.0;For Rent;100.0;Gabès;Gabès Sud
Appartements;2.0;1.0;125.0;For Rent;100.0;Gabès;Gabès Sud
Houses and Villas;3.0;1.0;77.0;For Rent;70.0;Gabès;Gabès
Vacation Rentals;2.0;1.0;99.0;For Rent;70.0;Gabès;Autres villes
Appartements;2.0;1.0;88.0;For Rent;70.0;Gabès;Autres villes
Vacation Rentals;2.0;1.0;111.0;For Rent;70.0;Gabès;Gabès
Vacation Rentals;3.0;1.0;240.0;For Rent;70.0;Gabès;Autres villes
Houses and Villas;4.0;1.0;200.0;For Sale;110000.0;Gabès;Autres villes
Appartements;2.0;1.0;70.0;For Rent;300.0;Gabès;Gabès Médina
Vacation Rentals;2.0;1.0;50.0;For Rent;60.0;Gabès;El Hamma
Land and Farms;-1.0;-1.0;-1.0;For Sale;28000.0;Gabès;Mareth
Land and Farms;-1.0;-1.0;-1.0;For Sale;270000.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;170000.0;Gabès;Gabès Médina
Land and Farms;-1.0;-1.0;-1.0;For Sale;90000.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;135000.0;Gabès;Gabès Sud
Appartements;2.0;1.0;96.0;For Sale;140000.0;Gabès;Autres villes
Houses and Villas;6.0;3.0;105.0;For Sale;145000.0;Gabès;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;100000.0;Gabès;Gabès
Appartements;2.0;1.0;90.0;For Rent;350.0;Gabès;Autres villes
Houses and Villas;2.0;1.0;140.0;For Sale;120000.0;Gabès;Gabès
Land and Farms;-1.0;-1.0;-1.0;For Sale;63000.0;Gafsa;Autres villes
Houses and Villas;4.0;1.0;140.0;For Rent;350.0;Gafsa;Gafsa Sud
Appartements;3.0;1.0;110.0;For Rent;370.0;Gafsa;Gafsa Sud
Houses and Villas;5.0;2.0;256.0;For Sale;220000.0;Gafsa;Gafsa Sud
Land and Farms;-1.0;-1.0;-1.0;For Sale;130000.0;Gafsa;Autres villes
Houses and Villas;3.0;1.0;80.0;For Sale;100000.0;Gafsa;Gafsa Sud
Land and Farms;-1.0;-1.0;-1.0;For Sale;230000.0;Gafsa;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;500000.0;Gafsa;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;240000.0;Gafsa;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;100000.0;Gafsa;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;6250000.0;Gafsa;Sidi Aïch
Land and Farms;-1.0;-1.0;-1.0;For Sale;25000.0;Gafsa;Redeyef
Land and Farms;-1.0;-1.0;-1.0;For Sale;60000.0;Gafsa;Autres villes
Land and Farms;-1.0;-1.0;-1.0;For Sale;75000.0;Gafsa;Gafsa
Land and Farms;-1.0;-1.0;-1.0;For Sale;300000.0;Gafsa;Gafsa
Land and Farms;-1.0;-1.0;-1.0;For Sale;39000.0;Gafsa;Gafsa Sud
Land and Farms;-1.0;-1.0;-1.0;For Sale;160000.0;Gafsa;Gafsa
Appartements;3.0;1.0;130.0;For Sale;140000.0;Gafsa;Autres villes
Houses and Villas;7.0;2.0;325.0;For Sale;450000.0;Gafsa;Autres villes
